timestamps,TP9,AF7,AF8,TP10,Right AUX
1735828360.412,6.836,-17.090,42.480,3.906,-77.148
1735828360.416,5.371,-11.230,37.598,18.555,0.977
1735828360.420,26.855,-11.230,35.156,69.336,187.012
1735828360.424,34.668,-4.395,41.992,58.105,131.348
1735828360.428,17.578,0.488,47.852,5.371,-60.059
1735828360.432,13.184,-5.371,49.316,10.254,-61.523
1735828360.436,22.461,-10.254,41.504,52.734,114.258
1735828360.440,29.785,-3.906,35.645,52.734,130.859
1735828360.443,20.996,0.977,36.621,4.883,-31.250
1735828360.447,8.301,2.441,36.621,-11.719,-89.844
1735828360.451,21.973,1.953,37.109,40.527,20.996
1735828360.455,30.273,-5.371,34.180,66.406,123.047
1735828360.459,19.531,2.441,38.086,29.785,39.551
1735828360.463,4.395,9.766,40.527,-1.465,-99.609
1735828360.467,2.441,-1.953,32.227,31.738,-7.324
1735828360.471,10.254,-6.348,32.227,71.289,155.273
1735828360.475,4.395,0.488,39.062,42.969,72.754
1735828360.479,-6.836,-3.418,36.621,-1.953,-95.703
1735828360.483,-2.930,-7.812,31.250,18.555,-26.855
1735828360.486,21.484,-1.953,30.273,69.336,125.977
1735828360.490,19.043,-2.930,30.273,47.363,75.684
1735828360.494,-9.766,-5.859,26.367,-9.766,-71.289
1735828360.498,-5.371,-3.906,22.461,3.906,-73.242
1735828360.502,20.020,-5.859,33.203,61.035,120.605
1735828360.506,33.203,5.859,51.270,64.453,148.926
1735828360.510,18.066,12.207,44.922,9.766,-37.598
1735828360.514,9.766,13.672,31.738,-14.160,-100.586
1735828360.518,21.973,15.625,22.461,32.227,51.758
1735828360.522,27.344,14.648,25.879,62.988,150.879
1735828360.525,19.531,25.391,35.156,24.902,13.672
1735828360.529,7.812,28.809,36.621,-14.648,-100.586
1735828360.533,23.438,31.738,41.504,26.855,16.602
1735828360.537,34.180,30.762,41.016,72.754,170.898
1735828360.541,22.949,29.785,40.039,39.062,99.609
1735828360.545,10.742,37.109,50.293,-10.254,-89.844
1735828360.549,13.672,29.785,43.945,9.766,-31.250
1735828360.553,27.344,25.879,30.762,60.059,143.555
1735828360.557,25.879,37.598,35.645,51.270,138.184
1735828360.561,22.461,51.758,54.199,16.602,-14.160
1735828360.565,16.602,50.293,54.199,17.578,-62.988
1735828360.568,19.531,41.992,36.621,57.129,82.520
1735828360.572,20.020,37.109,32.227,62.988,157.715
1735828360.576,8.789,36.133,38.086,22.949,24.414
1735828360.580,6.836,39.062,41.992,0.488,-90.820
1735828360.584,11.719,28.320,32.227,27.344,16.113
1735828360.588,26.367,23.438,32.715,63.965,160.156
