timestamps,TP9,AF7,AF8,TP10,Right AUX
1735836598.360,-27.344,45.410,62.988,-4.395,17.578
1735836598.364,-28.320,39.551,56.152,11.230,43.457
1735836598.368,-51.758,41.016,63.965,49.316,35.645
1735836598.372,-43.457,45.410,75.195,4.395,12.695
1735836598.376,-19.531,48.828,76.660,-62.012,0.000
1735836598.380,-69.824,40.039,62.988,-58.105,14.648
1735836598.384,-126.953,36.133,59.082,-32.715,26.367
1735836598.387,-98.633,40.527,77.148,-6.836,3.906
1735836598.391,-102.051,16.113,72.754,-40.039,0.000
1735836598.395,-134.766,20.020,56.641,-81.543,21.484
1735836598.399,-142.578,20.020,60.059,-41.016,55.176
1735836598.403,-144.043,21.484,75.195,9.766,56.152
1735836598.407,-144.043,39.551,66.895,-28.809,31.250
1735836598.411,-156.738,34.180,52.734,-93.262,45.898
1735836598.415,-149.902,33.203,56.641,-78.125,71.777
1735836598.419,-92.773,36.621,73.242,-4.395,50.293
1735836598.423,-105.957,48.340,83.984,-0.488,15.137
1735836598.427,-165.527,39.551,66.895,-37.109,20.996
1735836598.430,-148.926,22.461,59.082,-67.871,36.133
1735836598.434,-113.281,31.738,75.684,-33.691,22.461
1735836598.438,-112.793,35.156,76.172,7.812,15.625
1735836598.442,-101.562,36.621,75.684,-19.043,3.418
1735836598.446,-102.051,31.250,66.895,-37.109,11.719
1735836598.450,-105.957,33.203,61.035,-14.648,33.691
1735836598.454,-105.957,29.297,69.824,2.930,44.922
1735836598.458,-86.914,27.344,71.289,2.441,27.344
1735836598.462,-80.566,37.109,73.730,-37.598,16.602
1735836598.466,-97.168,41.016,86.426,-24.902,18.555
1735836598.470,-85.449,42.480,83.984,10.254,35.156
1735836598.473,-101.074,35.645,82.031,-20.508,30.762
1735836598.477,-79.102,42.969,83.496,-59.570,17.578
1735836598.481,-21.973,57.617,81.543,-46.387,4.395
1735836598.485,-85.938,40.527,74.707,-1.953,31.250
1735836598.489,-117.676,32.227,73.730,-25.879,48.828
1735836598.493,-84.473,46.387,69.824,-58.594,16.113
1735836598.497,-89.844,48.828,73.730,-38.574,34.668
1735836598.501,-85.938,36.621,71.777,-3.906,36.133
1735836598.505,-68.359,30.762,67.871,19.043,41.992
1735836598.509,-50.293,45.410,83.984,-22.461,46.387
1735836598.512,-69.824,58.105,86.426,-66.406,11.230
1735836598.516,-48.340,54.199,94.727,-22.461,22.461
1735836598.520,-32.715,50.781,85.449,-1.953,29.297
1735836598.524,-83.984,40.527,62.988,-25.391,32.715
1735836598.528,-29.297,41.016,85.938,-57.129,17.090
1735836598.532,-12.207,43.945,86.426,-26.367,18.066
1735836598.536,-91.797,48.340,74.219,35.645,38.574
1735836598.540,-98.633,50.781,81.543,19.043,36.621
1735836598.544,-72.754,52.734,87.402,-7.812,49.316
1735836598.548,-61.523,64.941,90.820,-14.160,59.570
1735836598.552,-50.781,64.453,91.797,56.641,41.504
1735836598.555,-43.945,51.758,93.750,88.379,28.320
1735836598.559,-27.832,51.270,97.656,51.758,6.836
1735836598.563,-18.066,55.176,94.238,43.945,19.531
1735836598.567,-21.973,54.199,89.355,72.266,62.988
1735836598.571,0.488,66.406,100.586,111.816,36.133
1735836598.575,1.953,79.102,119.141,92.773,8.789
1735836598.579,-22.949,77.637,114.746,43.457,29.785
1735836598.583,-20.508,83.496,112.305,61.035,39.062
1735836598.587,-20.508,74.707,113.770,83.984,38.574
1735836598.591,-0.488,75.684,118.164,51.758,18.555
1735836598.595,30.762,71.777,115.723,8.301,11.719
1735836598.598,-28.320,44.434,93.262,4.883,42.969
1735836598.602,-35.156,41.504,99.609,24.902,63.965
1735836598.606,-13.184,55.664,114.258,-19.531,23.926
1735836598.610,0.977,60.059,108.398,-52.734,-11.230
1735836598.614,18.066,49.316,95.215,-75.684,10.254
1735836598.618,-5.859,28.320,78.613,-67.871,46.387
