timestamps,TP9,AF7,AF8,TP10,Right AUX
1738883907.022,-91.309,-78.613,29.297,29.785,0.000
1738883907.026,19.531,-53.711,41.504,94.727,0.000
1738883907.030,-226.562,-8.301,5.859,-225.098,0.000
1738883907.033,-106.445,-74.707,36.133,-85.938,0.000
1738883907.037,122.070,-63.965,42.969,80.566,0.000
1738883907.041,-208.008,-30.273,26.367,-84.473,0.000
1738883907.045,-159.180,-66.406,21.484,-92.773,0.000
1738883907.049,88.867,-18.066,55.176,63.965,0.000
1738883907.053,-122.559,-38.574,62.988,-176.758,0.000
1738883907.057,-190.430,-58.105,-0.488,-90.332,0.000
1738883907.061,14.160,-130.371,62.988,310.547,0.000
1738883907.065,72.754,-63.477,10.742,44.434,0.000
1738883907.069,-107.422,9.277,-26.855,-265.625,0.000
1738883907.073,-138.672,-29.297,46.875,-29.785,0.000
1738883907.076,-44.922,47.363,9.277,-19.043,0.000
1738883907.080,10.254,16.113,-19.531,-23.926,0.000
1738883907.084,-33.203,-51.270,23.926,17.090,0.000
1738883907.088,12.207,-45.898,7.324,-139.160,0.000
1738883907.092,27.344,-66.406,11.719,18.555,0.000
1738883907.096,-258.789,-135.742,41.504,86.914,0.000
1738883907.100,2.930,-30.273,5.859,-58.594,0.000
1738883907.104,20.996,20.996,2.930,-235.352,0.000
1738883907.108,-207.031,-43.457,2.930,-61.035,0.000
1738883907.112,-95.215,-44.434,17.578,146.484,0.000
1738883907.115,34.668,-44.922,22.461,55.176,0.000
1738883907.119,-49.316,-40.527,-9.277,-229.004,0.000
1738883907.123,-54.199,-49.805,13.184,24.902,0.000
1738883907.127,-7.812,-90.332,71.777,103.516,0.000
1738883907.131,-107.910,47.363,-20.996,-181.152,0.000
1738883907.135,-32.715,59.082,-23.438,-18.066,0.000
1738883907.139,-107.910,-16.602,38.574,80.078,0.000
1738883907.143,-9.766,-54.688,42.969,-124.512,0.000
1738883907.147,-174.316,-82.520,0.488,-62.012,0.000
1738883907.151,30.273,-47.363,30.762,-83.496,0.000
1738883907.155,206.543,-37.598,54.199,120.605,0.000
1738883907.158,-125.488,-88.379,7.324,230.469,0.000
1738883907.162,-160.156,-44.922,6.348,-132.812,0.000
1738883907.166,-84.961,23.926,-3.906,-243.652,0.000
